451,Shayne Whittington,PF,24,IND,0.455,0,0.556,0.5,0.7,1,0.4,0.1,0.1,0.7,1.6
452,Elliot Williams,PG,26,MEM,0.2,0.25,0.167,0.75,0.2,0.6,0.8,0,0,0.2,1.6
453,Anthony Bennett,PF,22,TOR,0.296,0.214,0.385,0.9,0.3,0.9,0,0.3,0,0.2,1.5
454,Jimmer Fredette,SG,26,TOT,0.4,0.5,0.333,0.8,0,0,0.2,0.2,0,0.3,1.5
455,Russ Smith,PG,24,MEM,0.318,0.2,0.353,0.615,0.1,0.5,0.7,0.3,0.1,0.5,1.5
456,Erick Green,PG,24,TOT,0.385,0.2,0.5,1,0.3,0.3,0.3,0.1,0,0,1.4
457,Cliff Alexander,PF,20,POR,0.5,,0.5,,0.3,0.5,0,0.1,0.3,0.1,1.3
458,Mitch McGary,PF,23,OKC,0.478,0,0.579,0.4,0.2,0.7,0.2,0.1,0.1,0.4,1.3
459,Jordan Mickey,PF,21,BOS,0.364,,0.364,0.5,0.4,0.4,0.1,0,0.7,0.1,1.3
460,Mike Miller,SF,35,DEN,0.355,0.365,0.3,,0.1,1,0.9,0.3,0.1,0.4,1.3
461,Keith Appling,PG,23,ORL,0.25,0,0.4,1,0,0.2,0.2,0.2,0,0.6,1.2
462,Luis Montero,SG,22,POR,0.263,0.111,0.4,0.75,0,0.3,0.1,0,0,0.3,1.2
463,Pat Connaughton,SG,23,POR,0.265,0.238,0.286,1,0.3,0.6,0.3,0.1,0,0.3,1.1
464,Bryce Cotton,PG,23,TOT,0.4,0,0.571,,0,0,0.4,0.4,0,0.6,1
465,Eric Moreland,PF,24,SAC,0.5,,0.5,0.5,0.4,1,0.1,0,0.5,0.4,1
466,Jarnell Stokes,C,22,TOT,0.6,,0.6,0.5,0.1,0.4,0.1,0.1,0,0,1
467,James Young,SG,20,BOS,0.306,0.231,0.5,0.25,0.1,0.8,0.3,0.2,0,0.2,1
468,Joel Anthony,C,33,DET,0.6,,0.6,0.75,0.4,0.7,0.1,0.1,0.6,0.1,0.9
469,Aaron Harrison,SG,21,CHO,0.263,0.3,0.222,0.417,0.2,0.5,0.1,0.3,0,0.2,0.9
470,Sasha Kaun,C,30,CLE,0.529,,0.529,0.455,0.5,0.6,0.1,0.2,0.2,0.3,0.9
471,Branden Dawson,PF,22,LAC,0.4,,0.4,1,0.3,0.3,0,0,0.2,0,0.8
472,Joe Harris,SG,24,CLE,0.25,0.25,,,0,0.6,0.4,0,0,0.2,0.6
473,Bruno Caboclo,SF,20,TOR,0.083,0.143,0,,0.2,0.2,0.2,0.3,0.2,0.7,0.5
474,Sam Dekker,SF,21,HOU,,,,,0,0.3,0,0.3,0,0,0
475,J.J. O'Brien,SF,23,UTA,0,,0,,0,0.5,0,0.5,0,0,0
476,Nate Robinson,PG,31,NOP,0,0,,,0,0,2,0.5,0,0,0
